customerid,customername,customerrating,totalrides,customerfeedback,location,frequentdropofflocation,age,gender
cust1969,Khushi Kata,4.0,55,Nihil voluptates provident illo laborum.,Kandivali,South Mumbai,37,Other
cust1970,Azad Gill,3.1,71,Perspiciatis veritatis voluptatem ipsum.,Versova,Dadar,34,Female
cust1971,Ivan Manne,2.9,59,Facere delectus optio facere et enim laboriosam.,Andheri,Ghatkopar,53,Other
cust1972,Vanya Sachdeva,2.9,43,Saepe neque maiores doloribus culpa nisi veritatis.,Dadar,Versova,48,Male
cust1973,Sara Kashyap,1.6,25,Natus illo eum beatae quisquam optio.,Colaba,Colaba,50,Other
cust1974,Reyansh Bhattacharyya,3.9,63,Fuga dignissimos voluptatum vel molestiae harum dignissimos.,Ghatkopar,Sion,44,Female
cust1975,Vivaan Kala,4.9,48,Modi delectus inventore ipsa inventore consequuntur quos.,Ghatkopar,Kurla,37,Other
cust1976,Charvi Rao,5.0,10,Nulla ducimus nostrum porro neque voluptas repudiandae.,Ghatkopar,Sion,20,Male
cust1977,Ehsaan Lata,2.5,73,Labore totam repellendus eveniet.,Dadar,Bandra,45,Female
cust1978,Ryan Mahajan,4.1,97,Esse aliquam amet vel maxime odio.,Versova,Juhu,50,Other
cust1979,Ishita Mandal,3.0,89,Voluptatum voluptate possimus molestiae nisi earum.,Juhu,Versova,21,Other
cust1980,Adah Apte,2.5,55,In sit necessitatibus qui excepturi quisquam.,Versova,Bandra,33,Female
cust1981,Anaya Jain,1.1,47,Numquam enim cupiditate ex.,Malad,Versova,61,Male
cust1982,Vihaan Magar,3.8,83,Esse eveniet beatae minus.,Dadar,Andheri,56,Female
cust1983,Aaina Gera,4.8,19,Commodi sapiente distinctio distinctio recusandae.,Andheri,Bandra,56,Other
cust1984,Himmat Biswas,4.8,21,Excepturi similique dolorem.,Colaba,South Mumbai,23,Other
cust1985,Indrajit Krish,3.8,50,Veritatis tempora laudantium occaecati.,Ghatkopar,Versova,55,Male
cust1986,Shamik Johal,3.1,25,Expedita corporis ipsum consequuntur quod maxime illum.,Sion,Ghatkopar,28,Female
cust1987,Faiyaz Issac,2.0,39,Officiis saepe assumenda suscipit sunt eveniet.,Thane,Thane,60,Female
cust1988,Alia Sarraf,3.3,94,Harum voluptatum quam.,Ghatkopar,Vashi,64,Male
cust1989,Ela Lala,1.4,74,Explicabo error rem cumque ex alias.,Vashi,Vashi,40,Male
cust1990,Shalv Ganguly,2.1,27,Dolor maxime sint.,Sion,Versova,43,Other
cust1991,Ranbir Choudhary,2.2,22,Saepe pariatur nesciunt doloremque distinctio.,Kandivali,Kurla,18,Male
cust1992,Sumer Soni,1.3,90,Ipsum praesentium magnam voluptate esse consectetur.,Ghatkopar,Thane,44,Other
cust1993,Jhanvi Chad,2.2,56,Aperiam fugit accusamus totam voluptatibus.,Dadar,Dadar,41,Male
cust1994,Jayant Ganesan,3.8,26,Dolor cumque debitis iste nihil libero.,Kurla,Dadar,50,Male
cust1995,Inaaya  Dhingra,2.8,28,Est distinctio ipsum officia quo.,Dadar,Bandra,21,Other
cust1996,Aarna Talwar,1.7,98,Ex possimus nam quasi.,Bandra,Andheri,44,Female
cust1997,Zeeshan Savant,3.5,80,Temporibus accusamus pariatur.,South Mumbai,Kandivali,58,Male
cust1998,Kaira Sood,1.3,11,Reiciendis eaque tempore ipsam sed possimus.,Ghatkopar,South Mumbai,35,Male
cust1999,Jivika Bhatnagar,2.4,75,Quidem assumenda voluptas iusto beatae.,Bandra,Kurla,49,Other
cust2000,Kavya Kalita,4.0,2,Ducimus consectetur error ipsam earum sequi.,Colaba,Andheri,18,Other
cust2001,Piya Sampath,3.3,6,Esse pariatur tenetur.,South Mumbai,Bandra,51,Male
cust2002,Hazel Din,2.5,67,Qui quo quam magni temporibus rem.,Vashi,Andheri,49,Female
cust2003,Kaira Halder,4.0,78,Impedit veritatis impedit reprehenderit inventore.,Ghatkopar,Juhu,41,Other
cust2004,Anya Iyer,4.6,41,Quis corporis quis fuga.,Kandivali,Bandra,41,Other
cust2005,Taimur Kanda,2.6,79,Corrupti itaque laboriosam adipisci eveniet.,Colaba,Juhu,39,Male
cust2006,Advik Sibal,1.0,90,Animi consequatur sunt hic ipsum laboriosam doloribus.,Ghatkopar,Versova,26,Male
cust2007,Vivaan Chacko,3.4,68,Dolorum temporibus alias totam officiis illum quibusdam at.,Andheri,Versova,33,Female
cust2008,Saksham Dugal,2.8,88,Ipsa sint explicabo distinctio sed.,Malad,Kandivali,48,Other
cust2009,Dharmajan Bandi,2.7,25,Explicabo dolores ratione laboriosam earum sint voluptates.,Colaba,Malad,38,Male
cust2010,Misha Agrawal,3.5,6,Maiores voluptatem quasi neque.,Vashi,Versova,38,Other
cust2011,Suhana Sachdeva,2.8,78,Beatae libero vero.,Kurla,Ghatkopar,65,Other
cust2012,Ojas Wable,4.2,45,Unde accusantium harum mollitia soluta consequuntur earum voluptatum.,Ghatkopar,Sion,48,Other
cust2013,Heer Shanker,4.4,13,Unde fugiat corrupti consequuntur delectus voluptatum iure praesentium.,Versova,Ghatkopar,36,Other
cust2014,Alia Devi,1.8,19,Excepturi ipsum in officiis eius consectetur.,Kandivali,Thane,54,Other
cust2015,Dharmajan Zachariah,3.0,17,Sunt iusto adipisci molestias.,Kurla,Vashi,23,Female
cust2016,Rhea Sampath,4.3,71,Quibusdam sequi quaerat minus illo voluptatibus.,Kandivali,Kurla,28,Female
cust2017,Ayesha Chawla,4.8,62,Totam odit blanditiis vero quibusdam accusamus.,Malad,Thane,33,Male
cust2018,Indrajit Lall,1.8,97,Similique non corporis vitae necessitatibus.,Malad,Versova,23,Male
cust2019,Ehsaan Dube,2.7,92,Laudantium magni eos asperiores illo.,Colaba,Dadar,38,Female
cust2020,Piya Dave,4.1,29,Soluta quo illo sint saepe culpa reprehenderit.,Versova,Andheri,60,Female
cust2021,Navya Manda,4.8,86,Odio amet laudantium repellat officia repudiandae dolorum.,South Mumbai,Malad,26,Other
cust2022,Jayesh Ramesh,3.5,63,Nostrum inventore corporis ut.,South Mumbai,Vashi,62,Female
cust2023,Bhavin Ramanathan,4.5,74,Cum ipsam itaque fugit deserunt velit.,Vashi,Sion,56,Male
cust2024,Pranay Dutt,3.6,49,Maiores maxime magni eaque inventore corporis dignissimos.,Sion,Versova,65,Other
cust2025,Ayesha Shere,3.9,84,Voluptates aliquam beatae voluptate ducimus architecto quidem.,Malad,Vashi,53,Female
cust2026,Rati Dutt,4.2,29,Nisi nobis eligendi alias incidunt porro.,Andheri,South Mumbai,36,Male
cust2027,Vedika Sankar,1.4,44,Ratione explicabo dignissimos minima iure.,Versova,Borivali,30,Other
cust2028,Vanya Dhar,4.8,74,Et aperiam quam consequuntur vitae fuga.,Juhu,Dadar,38,Female
cust2029,Kismat Swaminathan,3.3,1,Delectus repellendus iste vero.,Andheri,Colaba,55,Other
cust2030,Pihu Banik,1.8,50,Et quaerat molestiae deleniti.,Ghatkopar,Juhu,41,Other
cust2031,Alisha Gera,4.7,17,Dolores beatae voluptate cumque nulla dolores dicta.,Thane,Malad,56,Other
cust2032,Uthkarsh Sundaram,1.9,51,Inventore hic corrupti omnis hic quis consequuntur.,Colaba,Thane,47,Female
cust2033,Vaibhav Dey,1.6,38,Dolor fuga magni recusandae sunt animi et.,Kandivali,Bandra,49,Other
cust2034,Nishith Mangat,2.8,77,Sunt nihil ullam tempore fugiat porro eaque.,Andheri,Dadar,65,Other
cust2035,Gatik Khanna,4.4,90,Sit dolorem accusamus pariatur quia laborum.,Colaba,Borivali,38,Female
cust2036,Zoya Rastogi,3.0,89,Accusantium quia numquam libero omnis hic.,South Mumbai,Andheri,63,Other
cust2037,Rhea Sharma,2.9,28,Deleniti veritatis nihil quasi nisi.,Kurla,Andheri,63,Female
cust2038,Nehmat Sha,1.2,43,Aperiam veniam omnis earum praesentium consectetur temporibus sint.,Dadar,Kandivali,63,Male
cust2039,Anahita Bhasin,4.4,29,Veniam deleniti commodi laborum tenetur.,Versova,Versova,21,Male
cust2040,Amira Trivedi,4.4,94,Animi ex maxime qui.,Ghatkopar,Andheri,60,Male
cust2041,Ahana  Dutta,5.0,71,Ipsum doloribus voluptatibus corrupti sint aut ex.,Ghatkopar,Juhu,45,Other
cust2042,Shray Verma,2.9,45,Enim praesentium nisi perferendis nihil fugit nisi.,Vashi,Ghatkopar,43,Male
cust2043,Yuvaan Ravel,3.1,37,Fugit vero odit magni error sapiente tempora ab.,Andheri,Versova,30,Other
cust2044,Ira Bains,4.4,51,Ad neque sapiente harum aliquid.,South Mumbai,Dadar,38,Other
cust2045,Jiya Mane,4.5,7,Placeat quod molestiae blanditiis vitae in.,Kandivali,Sion,63,Female
cust2046,Azad Samra,2.8,21,Dolores porro illum sit cumque.,Borivali,Dadar,46,Other
cust2047,Anahi Khare,2.9,19,Incidunt expedita expedita maiores a repudiandae iste.,Bandra,Bandra,65,Male
cust2048,Lakshit Khatri,3.9,2,Repudiandae blanditiis neque sapiente cupiditate ipsam.,Juhu,Versova,54,Male
cust2049,Jhanvi Balasubramanian,3.7,19,Neque quo nobis blanditiis.,Ghatkopar,Ghatkopar,61,Male
cust2050,Ira Yohannan,4.7,13,Occaecati possimus iure quod ipsum vitae.,Juhu,Kurla,29,Male
cust2051,Rasha Borah,1.5,66,Accusantium voluptas iusto quia dolorum.,Malad,Juhu,55,Female
cust2052,Nirvi Kapadia,4.9,81,Aspernatur cumque distinctio inventore.,Versova,Ghatkopar,33,Male
cust2053,Onkar Sengupta,1.5,51,Voluptatem id a reprehenderit illo quos.,Kurla,Andheri,62,Other
cust2054,Gatik Sarna,4.8,84,Numquam exercitationem quis.,Versova,Ghatkopar,62,Other
cust2055,Taimur Bakshi,3.6,100,Possimus inventore reiciendis voluptates vel.,Kurla,Kandivali,59,Female
cust2056,Yuvraj  Doctor,2.1,84,Sit doloremque optio quisquam natus impedit sint.,Kurla,Juhu,18,Male
cust2057,Ahana  Zachariah,1.5,16,Nulla maiores animi quas quisquam libero impedit ut.,Kurla,Malad,60,Other
cust2058,Mohanlal Devan,1.9,76,Fugit odio architecto in deserunt debitis.,Borivali,Borivali,48,Female
cust2059,Nirvi Barman,3.8,13,Ea possimus deserunt non mollitia qui.,Vashi,Borivali,29,Female
cust2060,Romil Sagar,2.9,83,Impedit alias delectus.,Versova,Ghatkopar,37,Other
cust2061,Dhanush Kapur,1.5,42,Eius natus fugiat nemo magni.,South Mumbai,Versova,52,Male
cust2062,Shanaya Karpe,2.6,90,Earum nulla amet quaerat.,Colaba,Ghatkopar,53,Other
cust2063,Suhana Manda,4.1,68,Atque distinctio expedita nobis aut nobis.,Kurla,South Mumbai,51,Other
cust2064,Himmat Mahajan,3.2,84,Quasi sint soluta.,South Mumbai,Vashi,31,Other
cust2065,Jayant Tandon,4.6,24,Veniam alias earum animi odit minima nam minus.,Kandivali,Borivali,62,Male
cust2066,Tushar Dhingra,1.0,58,Fuga eius voluptates omnis commodi debitis sequi.,Vashi,Juhu,25,Male
cust2067,Kaira Baria,1.5,27,Atque iusto voluptas veritatis cupiditate ipsa fugit.,Malad,Dadar,23,Other
cust2068,Aarush Rajagopalan,2.0,97,Necessitatibus aperiam dolor dicta facere iste quasi cupiditate.,Colaba,South Mumbai,25,Other
cust2069,Raunak Bhardwaj,2.2,70,Quod eius porro doloremque suscipit quisquam fugiat.,Dadar,Ghatkopar,60,Male
cust2070,Misha Dara,2.0,6,Modi assumenda autem iusto.,Thane,Sion,36,Other
cust2071,Ayesha Goyal,3.1,18,Cum accusamus itaque quas dolor dolor.,Borivali,Kurla,62,Female
cust2072,Reyansh Bedi,3.1,46,Sunt fugit perspiciatis dolore ducimus cumque.,Borivali,Thane,50,Male
cust2073,Hansh Babu,3.8,85,Soluta officiis dolorum illo.,Kandivali,Colaba,33,Male
cust2074,Aayush Bala,1.8,39,Fugiat possimus nemo sint recusandae expedita quod.,Kandivali,Kandivali,31,Male
cust2075,Suhana Swamy,3.4,28,Nemo excepturi occaecati perferendis recusandae.,Borivali,Juhu,35,Male
cust2076,Sara Shetty,3.9,55,Non recusandae deserunt odio vero ipsam.,South Mumbai,Thane,34,Female
cust2077,Aarush Sani,2.5,21,Porro id incidunt dolore.,Ghatkopar,Kurla,23,Female
cust2078,Nishith Kata,3.7,89,Quibusdam a ea dolores error nisi quisquam est.,Dadar,Thane,31,Male
cust2079,Romil Chahal,3.5,35,Esse perspiciatis tempore enim nulla.,Malad,Versova,59,Male
cust2080,Ranbir Gupta,3.9,73,Porro nobis quia neque delectus.,Malad,Malad,50,Other
cust2081,Hridaan Devi,1.7,20,In sapiente possimus quas sit libero.,Juhu,Vashi,45,Female
cust2082,Kanav Badami,1.1,78,Quaerat recusandae molestiae.,Bandra,South Mumbai,35,Male
cust2083,Prerak Bhagat,3.1,88,Doloribus voluptatem ratione.,Thane,Ghatkopar,22,Female
cust2084,Nirvaan Chowdhury,3.6,47,Iure aliquid laborum voluptatum.,Sion,Juhu,35,Male
cust2085,Sahil Ganesh,4.5,29,Officiis quidem incidunt numquam.,Andheri,Colaba,24,Female
cust2086,Darshit Sinha,4.9,29,Nihil voluptatum architecto quod corporis.,Ghatkopar,South Mumbai,25,Male
cust2087,Himmat Raja,3.1,40,Molestias earum quis minus.,Borivali,Kandivali,49,Male
cust2088,Azad Rana,3.1,90,Temporibus exercitationem labore quam doloribus excepturi veniam.,Borivali,Kandivali,36,Other
cust2089,Raunak Sami,2.1,13,Cum voluptatibus illo nisi.,Sion,Colaba,28,Female
cust2090,Hansh Goyal,4.8,50,Et ad libero enim ad accusamus.,Dadar,Juhu,65,Other
cust2091,Nitara Vaidya,4.9,69,Impedit quos iste corporis id dolores.,Thane,Borivali,43,Female
cust2092,Jayesh Jain,3.4,34,Libero maiores deserunt dolor aperiam.,Colaba,Malad,50,Other
cust2093,Riya Goswami,1.6,17,Occaecati soluta libero tempora.,Dadar,Ghatkopar,54,Other
cust2094,Samiha Chandran,2.1,93,Officiis iure omnis accusamus.,Malad,Juhu,63,Male
cust2095,Priyansh Doctor,3.7,54,Blanditiis sint fuga.,Versova,Kurla,29,Female
cust2096,Drishya Behl,4.9,60,Accusantium molestias laboriosam odio architecto.,Thane,Andheri,35,Female
cust2097,Diya Dash,3.1,92,Quidem mollitia quia dolore similique blanditiis accusantium.,Sion,Sion,32,Female
cust2098,Zoya Sandhu,3.5,12,Dolores laudantium quo officiis saepe similique laboriosam.,Andheri,Ghatkopar,38,Male
cust2099,Ranbir Vig,3.5,10,Nobis repudiandae dolores ipsam eligendi.,Versova,Bandra,23,Male
cust2100,Romil Goel,3.3,11,Eveniet tempora incidunt est.,Versova,Andheri,53,Female
cust2101,Hiran Goswami,4.2,2,Consequuntur incidunt eligendi quisquam aspernatur consequatur.,Ghatkopar,Malad,50,Other
cust2102,Zoya Rout,1.5,64,Laboriosam similique consequatur maiores porro recusandae unde.,Thane,Malad,61,Other
cust2103,Sana Bhat,3.8,52,Vel rem aliquam illo optio deserunt.,Colaba,Borivali,30,Other
cust2104,Vritika Vasa,1.0,55,Inventore tenetur repellendus delectus.,Versova,Thane,65,Female
cust2105,Vanya Walia,2.0,95,Cumque quibusdam ab iure numquam quia.,Malad,Sion,51,Other
cust2106,Indranil Baral,3.4,78,Quidem necessitatibus dolore recusandae harum nam similique.,Kurla,Dadar,61,Other
cust2107,Miraan Bhargava,4.6,23,Cumque rerum itaque nam beatae asperiores rem harum.,South Mumbai,Juhu,26,Other
cust2108,Ritvik Sehgal,2.4,7,Optio commodi laudantium quasi quidem saepe odio consectetur.,Ghatkopar,Kurla,42,Male
cust2109,Veer Mandal,2.5,15,Ipsam tenetur tenetur ullam error.,Juhu,Sion,61,Male
cust2110,Ryan Bandi,4.3,99,Molestias quidem quo quaerat dolor.,Kandivali,South Mumbai,36,Female
cust2111,Anay Acharya,2.9,34,Facere hic asperiores sequi doloremque.,Bandra,Colaba,65,Other
cust2112,Pari Venkatesh,3.3,28,Facere magnam illum eligendi officia quo repellendus quia.,Sion,Andheri,59,Other
cust2113,Indrans Mahajan,4.3,5,Harum nisi similique deleniti possimus necessitatibus magni.,Sion,Kurla,57,Female
cust2114,Vihaan Dayal,1.2,1,Ipsum distinctio illum quos.,Borivali,Kurla,39,Female
cust2115,Indrans Gala,2.4,1,Distinctio mollitia ipsa.,Juhu,Sion,64,Male
cust2116,Mishti Savant,2.6,2,Culpa eos suscipit excepturi beatae ut adipisci illum.,South Mumbai,Ghatkopar,49,Male
cust2117,Onkar Verma,1.3,66,Iure nostrum velit quaerat deserunt.,Sion,Dadar,44,Male
cust2118,Anahi Rao,4.7,1,Earum id fuga vitae atque quia velit minima.,Dadar,Vashi,60,Female
cust2119,Yuvaan Chopra,1.9,51,In id ea consequuntur.,Juhu,Andheri,41,Female
cust2120,Amani Issac,4.6,69,Error laudantium accusamus animi illum ea molestiae.,Vashi,Andheri,24,Female
cust2121,Rhea Shan,3.6,57,Facilis deserunt aut at vel provident.,Dadar,Dadar,40,Other
cust2122,Vihaan Swamy,2.7,46,A suscipit quia sapiente dolore eius illum.,Sion,Kandivali,63,Male
cust2123,Piya Rao,1.4,37,Necessitatibus ad officiis quidem quidem.,Colaba,Dadar,43,Female
cust2124,Gatik Sandal,4.0,5,Accusamus dolorum fugiat voluptate esse tenetur molestiae.,Dadar,Malad,30,Female
cust2125,Priyansh Johal,4.8,35,Vel earum accusantium.,South Mumbai,Ghatkopar,49,Other
cust2126,Miraya Uppal,3.0,88,Exercitationem itaque amet repellat deleniti.,Versova,Dadar,38,Female
cust2127,Prerak Balasubramanian,3.0,95,Atque quisquam ducimus.,Kandivali,Kandivali,42,Male
cust2128,Vaibhav Raj,1.4,14,Neque omnis praesentium qui labore aperiam vel.,Vashi,Colaba,26,Male
cust2129,Aniruddh Bhatt,2.4,2,Iure dicta hic accusamus nisi accusantium deserunt cumque.,Vashi,Malad,33,Male
cust2130,Aarush Kaur,3.7,44,Vero error illo laboriosam accusantium soluta quos.,Ghatkopar,Borivali,65,Male
cust2131,Uthkarsh Madan,2.7,38,Commodi soluta reprehenderit nihil eos.,Andheri,Kurla,23,Female
cust2132,Siya Kapur,2.0,20,Aperiam nulla voluptatum voluptate.,Versova,Thane,29,Male
cust2133,Dhanuk Shan,2.1,15,Mollitia suscipit voluptatibus maiores mollitia quaerat facere.,Kandivali,Andheri,62,Male
cust2134,Vihaan Gokhale,3.7,55,Inventore labore iste aspernatur facilis ex.,Bandra,Kurla,63,Male
cust2135,Neelofar Jain,3.8,65,Blanditiis accusamus reiciendis doloribus soluta atque explicabo.,Borivali,Dadar,30,Other
cust2136,Damini Bhargava,3.5,20,Cum fuga reiciendis repudiandae illo quas.,Bandra,South Mumbai,26,Female
cust2137,Ryan Thakur,1.2,25,Repellendus eligendi error eligendi nobis repudiandae qui.,Sion,Dadar,45,Male
cust2138,Kashvi Sani,3.5,12,Eligendi ratione dolorem maiores beatae repellat error.,Kandivali,Colaba,42,Female
cust2139,Damini Khatri,3.1,90,Cupiditate dignissimos at nisi quod quidem sed.,Malad,Bandra,32,Female
cust2140,Prisha Babu,2.7,8,Vitae dolores culpa dolore.,Thane,Ghatkopar,59,Male
cust2141,Miraya Vala,2.2,35,Occaecati ex animi deleniti.,Juhu,Andheri,40,Other
cust2142,Nitya Ratta,2.7,41,Incidunt illo voluptates necessitatibus culpa.,Sion,Colaba,29,Male
cust2143,Vedika Sunder,1.0,85,Voluptatibus doloribus asperiores veniam incidunt temporibus.,Versova,Juhu,31,Female
cust2144,Rhea Bhardwaj,2.9,78,Eaque labore omnis blanditiis odit praesentium facilis.,South Mumbai,Ghatkopar,29,Female
cust2145,Tushar Krishna,4.8,47,Praesentium ut quidem optio voluptas veniam.,Juhu,Andheri,25,Male
cust2146,Shray Dar,3.7,88,Accusantium quisquam blanditiis.,Thane,Vashi,26,Female
cust2147,Emir Bal,2.4,47,Doloribus fugit minus sit saepe.,Versova,Vashi,55,Other
cust2148,Tarini Kulkarni,3.4,31,Non quaerat amet est quisquam deserunt.,Malad,Andheri,31,Other
cust2149,Sahil Sunder,2.5,14,Alias repellat veritatis dicta.,Dadar,Malad,65,Other
cust2150,Raunak Mallick,1.5,76,Minus consectetur odit culpa veritatis deleniti consectetur.,Sion,Sion,59,Male
cust2151,Faiyaz Chopra,1.8,58,Enim ad accusamus beatae fuga maxime aliquam.,Sion,South Mumbai,22,Other
cust2152,Hridaan Shroff,3.5,39,Saepe ex hic tempora.,Versova,Kurla,30,Other
cust2153,Divit Ravi,3.9,6,Alias quae beatae eius modi.,Dadar,Bandra,44,Other
cust2154,Pari Atwal,3.8,98,Maiores aliquam nemo enim molestiae iste.,Kandivali,Kandivali,53,Female
cust2155,Ayesha Kulkarni,4.6,58,Sint provident in optio.,Malad,Versova,25,Female
cust2156,Uthkarsh Krish,1.3,54,Eos asperiores perspiciatis repudiandae provident consequuntur.,Thane,Sion,50,Male
cust2157,Jhanvi Hans,1.7,36,Cum dicta maxime.,Versova,Dadar,36,Male
cust2158,Anay Seshadri,4.8,8,Eaque iusto aliquam eveniet.,Vashi,Versova,30,Other
cust2159,Ehsaan Bir,4.3,64,Ut dolorem dolorem velit iure neque hic.,Malad,Thane,50,Male
cust2160,Tarini Golla,1.7,97,Corporis qui hic doloremque facere pariatur nemo.,Thane,Ghatkopar,53,Female
cust2161,Manjari Bal,2.6,35,Ipsa sit minus expedita corporis nihil.,Bandra,Dadar,18,Male
cust2162,Ojas Khanna,3.3,76,Blanditiis sed voluptatibus sint in.,Versova,Colaba,50,Female
cust2163,Romil Sood,3.0,93,Iusto modi sapiente libero error.,Thane,Andheri,37,Male
cust2164,Kiaan Baria,2.2,35,Pariatur nam reiciendis maiores.,Thane,South Mumbai,28,Male
cust2165,Ivana Raj,1.2,31,Ipsam vel tempora nam optio repudiandae.,Andheri,Colaba,58,Male
cust2166,Nayantara Mandal,4.8,36,Odio unde reprehenderit fuga.,Sion,Dadar,35,Male
cust2167,Aniruddh Kadakia,3.6,32,Sunt nihil voluptas aliquam.,Kandivali,Bandra,52,Male
cust2168,Farhan Chander,1.0,45,Autem nihil totam culpa odit est nam.,Malad,Borivali,41,Female
cust2169,Anahita Deol,1.3,91,Dolore ut dolorum nostrum.,Sion,Thane,34,Other
cust2170,Kartik Chahal,1.5,79,Nam blanditiis fuga.,Andheri,Juhu,21,Other
cust2171,Tiya Bala,4.3,46,Alias porro sit aliquid ipsum dignissimos inventore.,Bandra,Versova,35,Male
cust2172,Kaira Khalsa,2.0,3,Explicabo doloremque consequuntur porro.,Thane,Malad,55,Male
cust2173,Miraan Srivastava,3.9,89,Perferendis quibusdam perspiciatis provident.,Ghatkopar,Malad,34,Other
cust2174,Aradhya Dubey,3.5,71,Modi eveniet voluptatibus nulla.,Bandra,Kandivali,46,Male
cust2175,Alisha Tandon,2.3,27,Optio nemo at totam.,Borivali,Malad,43,Male
cust2176,Kashvi Acharya,2.8,94,Dignissimos ex laborum iure ipsam maiores.,Versova,Ghatkopar,41,Male
cust2177,Lakshit Madan,4.6,12,Sed adipisci ab blanditiis eos fugiat.,Kurla,Dadar,47,Male
cust2178,Samaira Goyal,4.3,23,Explicabo similique porro odio.,Bandra,Borivali,49,Other
cust2179,Akarsh Raju,1.7,37,Ex earum officiis.,Colaba,Andheri,28,Male
cust2180,Aarav Vasa,4.3,88,Voluptate quasi praesentium aliquam perspiciatis voluptate quibusdam.,Borivali,Bandra,22,Male
cust2181,Nirvaan Dalal,1.3,32,Temporibus nobis similique non.,Kurla,Sion,59,Female
cust2182,Umang Keer,1.4,68,Minus impedit consequatur mollitia unde cupiditate.,Dadar,Versova,18,Other
cust2183,Mamooty Agate,1.4,50,Vitae est voluptates.,Colaba,South Mumbai,18,Other
cust2184,Azad Joshi,4.7,17,Omnis quia praesentium itaque.,Bandra,Vashi,23,Female
cust2185,Darshit Suri,1.6,81,Officiis quam quibusdam adipisci dolor rem.,Borivali,Colaba,18,Male
cust2186,Shray Badami,3.2,44,Dicta labore atque eaque facere magnam veritatis.,Kandivali,Versova,23,Male
